time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2017-08-13T09:16:19.000Z,60.384627,5.304172,22.9,14.4,139.4,4.152779,0,gps,1.00,0.90,1.35,,,,ON_BICYCLE,100.0,
2017-08-13T09:16:51.000Z,60.384463,5.304338,0.2,23.6,176.14,1.1781992,0,gps,1.72,0.97,1.97,,,,,100.0,
2017-08-13T09:17:28.000Z,60.384628,5.304407,31.2,17.4,196.83,0.82612914,0,gps,99.99,99.99,99.99,,,,,100.0,
2017-08-13T09:18:01.000Z,60.384532,5.304157,4.3,10.8,138.37,1.0973878,0,gps,0.98,0.90,1.33,,,,,100.0,
2017-08-13T09:19:06.000Z,60.384425,5.303945,16.8,8.6,87.74,1.6604939,0,gps,1.30,0.93,1.60,,,,,100.0,
2017-08-13T09:20:21.000Z,60.383105,5.309632,-18.9,14.6,75.51,8.902121,0,gps,1.33,0.91,1.61,,,,TILTING,100.0,
2017-08-13T09:22:22.000Z,60.379527,5.322732,-3.2,18.2,178.6,4.3998456,0,gps,1.00,0.90,1.35,,,,ON_BICYCLE,100.0,
2017-08-13T09:24:24.000Z,60.375778,5.334518,3.4,18.9,126.37,8.898518,0,gps,1.16,0.91,1.47,,,,ON_BICYCLE,100.0,
2017-08-13T09:26:25.000Z,60.371493,5.337320,25.0,18.4,198.1,7.2776575,0,gps,1.23,0.92,1.54,,,,ON_BICYCLE,100.0,
2017-08-13T09:28:29.000Z,60.364122,5.341892,46.4,5.5,157.29,6.831908,0,gps,0.69,0.74,1.01,,,,ON_BICYCLE,100.0,
2017-08-13T09:30:29.000Z,60.356402,5.340335,39.2,20.7,177.66,3.9582138,0,gps,1.44,0.95,1.72,,,,ON_BICYCLE,99.0,
2017-08-13T09:32:30.000Z,60.349148,5.337622,26.4,20.2,87.96,3.1439233,0,gps,1.40,0.97,1.70,,,,ON_BICYCLE,99.0,
2017-08-13T09:34:32.000Z,60.342520,5.342115,-1.0,27.8,155.48,6.933823,0,gps,1.97,0.98,2.20,,,,ON_BICYCLE,99.0,
2017-08-13T09:36:33.000Z,60.337372,5.343393,17.0,20.6,101.57,3.4440064,0,gps,1.16,0.94,1.50,,,,ON_BICYCLE,99.0,
2017-08-13T09:38:34.000Z,60.337055,5.351150,35.2,13.2,66.77,2.8381784,0,gps,1.18,0.93,1.50,,,,ON_BICYCLE,99.0,
2017-08-13T09:40:39.000Z,60.340160,5.357432,57.0,7.9,54.79,3.1953955,0,gps,0.99,0.89,1.33,,,,ON_BICYCLE,99.0,
2017-08-13T09:42:40.000Z,60.342308,5.360355,120.8,17.5,117.51,1.3326159,0,gps,1.40,0.96,1.70,,,,ON_BICYCLE,99.0,
2017-08-13T09:44:42.000Z,60.344737,5.363255,122.3,12.3,354.9,1.9631505,0,gps,0.99,0.89,1.33,,,,,99.0,
2017-08-13T09:45:58.000Z,60.348473,5.365857,132.7,15.9,79.69,0.7669361,0,gps,1.01,0.93,1.38,,,,,99.0,
2017-08-13T09:47:00.000Z,60.348372,5.365967,113.4,7.2,111.96,0.08081139,0,gps,1.08,0.88,1.40,,,,TILTING,99.0,
2017-08-13T09:47:32.000Z,60.348468,5.366215,56.3,19.1,130.17,1.0984172,0,gps,99.99,1.00,99.99,,,,,99.0,
2017-08-13T09:48:06.000Z,60.350278,5.367422,56.4,7.6,23.93,7.2076554,0,gps,2.26,0.97,2.46,,,,,99.0,
2017-08-13T09:48:53.000Z,60.354287,5.368848,57.0,5.0,10.75,2.1592598,0,gps,0.94,0.80,1.23,,,,TILTING,99.0,
2017-08-13T09:49:52.000Z,60.357840,5.369505,67.4,7.0,36.9,2.8577378,0,gps,1.11,0.82,1.38,,,,,99.0,
2017-08-13T09:51:54.000Z,60.360737,5.373680,54.9,7.9,23.48,2.0084462,0,gps,1.67,0.99,1.94,,,,ON_BICYCLE,99.0,
2017-08-13T09:54:56.000Z,60.366650,5.375307,56.3,14.8,332.33,3.3374588,0,gps,1.03,0.90,1.36,,,,ON_BICYCLE,99.0,
2017-08-13T09:59:01.000Z,60.365740,5.369027,49.1,19.2,0.0,0.0,0,gps,1.49,0.99,1.79,,,,ON_BICYCLE,99.0,
2017-08-13T10:00:20.000Z,60.368937,5.361797,54.0,9.7,332.21,11.399553,0,gps,1.28,0.89,1.56,,,,IN_VEHICLE,99.0,
2017-08-13T10:02:07.000Z,60.378562,5.360565,54.5,6.6,0.57,3.6679106,0,gps,1.34,0.87,1.60,,,,,99.0,
2017-08-13T10:04:08.000Z,60.384210,5.355790,56.9,7.9,287.22,5.2898,0,gps,1.64,0.88,1.86,,,,ON_BICYCLE,99.0,
2017-08-13T10:05:13.000Z,60.387133,5.346457,48.2,9.2,292.96,8.951534,0,gps,1.90,0.93,2.11,,,,ON_BICYCLE,99.0,
2017-08-13T10:06:09.000Z,60.390027,5.337100,57.2,8.3,315.48,8.846531,0,gps,1.88,0.93,2.10,,,,,99.0,
2017-08-13T10:08:13.000Z,60.394082,5.330213,57.1,7.7,43.46,2.2266884,0,gps,1.96,0.98,2.19,,,,ON_BICYCLE,99.0,
2017-08-13T10:09:15.000Z,60.395912,5.329377,56.2,7.0,338.84,4.0776296,0,gps,1.92,0.98,2.16,,,,ON_BICYCLE,99.0,
2017-08-13T10:10:19.000Z,60.396907,5.327635,56.3,12.2,186.41,2.2936022,0,gps,1.72,0.92,1.95,,,,ON_BICYCLE,99.0,
2017-08-13T10:11:19.000Z,60.397087,5.329217,55.9,7.7,105.05,1.7572616,0,gps,2.16,0.93,2.35,,,,ON_BICYCLE,99.0,
2017-08-13T10:13:19.000Z,60.397545,5.329537,56.3,7.7,159.39,4.47448,0,gps,1.38,0.90,1.65,,,,,99.0,
2017-08-13T10:15:23.000Z,60.397270,5.333388,58.5,16.9,0.0,0.0,0,gps,2.07,0.88,2.25,,,,ON_BICYCLE,99.0,
2017-08-13T10:17:22.000Z,60.395585,5.334962,59.4,9.5,126.89,1.5606378,0,gps,2.05,0.81,2.20,,,,ON_BICYCLE,99.0,
2017-08-13T10:19:25.000Z,60.393937,5.336527,62.7,8.6,139.9,2.3826492,0,gps,2.73,0.97,2.90,,,,ON_BICYCLE,99.0,
2017-08-13T10:20:25.000Z,60.394118,5.337745,106.5,7.6,138.2,2.6178772,0,gps,0.95,0.76,1.21,,,,ON_BICYCLE,99.0,
2017-08-13T10:21:26.000Z,60.393660,5.343618,61.5,11.1,86.24,1.61211,0,gps,1.49,0.81,1.70,,,,ON_BICYCLE,99.0,
2017-08-13T10:23:27.000Z,60.392770,5.346048,57.3,9.8,149.18,1.5982125,0,gps,2.13,0.96,2.34,,,,ON_BICYCLE,99.0,
2017-08-13T10:25:39.000Z,60.392667,5.347365,55.9,11.0,167.16,1.7027011,0,gps,3.62,0.97,3.75,,,,ON_BICYCLE,99.0,
2017-08-13T10:27:42.000Z,60.392513,5.346988,117.7,6.5,339.14,4.901185,0,gps,1.44,0.92,1.71,,,,ON_BICYCLE,99.0,
2017-08-13T10:29:51.000Z,60.392370,5.347133,61.1,9.5,316.36,3.6272476,0,gps,3.86,1.00,3.98,,,,,99.0,
2017-08-13T10:31:46.000Z,60.394023,5.344893,116.1,7.7,41.12,0.42619,0,gps,1.35,0.85,1.60,,,,ON_BICYCLE,99.0,
2017-08-13T10:32:20.000Z,60.394092,5.343753,262.3,5.5,49.11,0.025221389,0,gps,0.81,0.67,1.05,,,,TILTING,99.0,
2017-08-13T10:32:54.000Z,60.395918,5.345315,118.7,8.7,99.76,0.16985834,0,gps,1.03,0.77,1.28,,,,,98.0,
2017-08-13T10:33:26.000Z,60.390962,5.343862,56.3,22.9,189.2,3.1753213,0,gps,2.67,0.93,2.83,,,,TILTING,98.0,
2017-08-13T10:33:58.000Z,60.395052,5.338315,56.4,15.8,78.37,2.1144788,0,gps,99.99,1.00,99.99,,,,,98.0,
2017-08-13T10:35:52.000Z,60.392253,5.348710,95.8,8.6,104.97,2.299779,0,gps,1.20,0.88,1.48,,,,,98.0,
2017-08-13T10:37:54.000Z,60.391572,5.347723,99.3,8.0,127.12,6.3161564,0,gps,1.11,0.75,1.35,,,,,98.0,
2017-08-13T10:39:57.000Z,60.394080,5.338338,83.6,6.7,322.42,6.724846,0,gps,0.99,0.79,1.27,,,,,98.0,
2017-08-13T10:41:58.000Z,60.396665,5.333528,56.4,9.8,334.69,8.959769,0,gps,1.84,0.91,2.05,,,,TILTING,98.0,
2017-08-13T10:43:26.000Z,60.396980,5.330188,56.3,8.0,149.61,3.285472,0,gps,1.03,0.87,1.35,,,,,98.0,
2017-08-13T10:43:58.000Z,60.396888,5.329488,56.3,19.7,0.0,0.0,0,gps,99.99,1.00,99.99,,,,,98.0,
2017-08-13T10:45:59.000Z,60.397133,5.326483,56.3,9.3,321.99,2.3553689,0,gps,1.50,0.89,1.74,,,,ON_BICYCLE,98.0,
2017-08-13T10:48:00.000Z,60.402173,5.323632,52.3,14.5,146.19,0.48178,0,gps,99.99,99.99,99.99,,,,ON_BICYCLE,98.0,
2017-08-13T10:50:03.000Z,60.409085,5.322868,55.2,9.7,117.75,0.40766,0,gps,1.39,0.90,1.65,,,,ON_BICYCLE,98.0,
2017-08-13T10:51:32.000Z,60.408168,5.322550,56.3,22.5,189.95,5.4431877,0,gps,1.59,0.92,1.84,,,,,98.0,
2017-08-13T10:52:04.000Z,60.406262,5.323662,56.3,14.3,0.0,0.0,0,gps,3.57,0.98,3.70,,,,ON_BICYCLE,98.0,
2017-08-13T10:54:06.000Z,60.399938,5.316770,56.2,14.6,145.19,6.467485,0,gps,2.11,0.97,2.32,,,,ON_BICYCLE,98.0,
2017-08-13T10:54:38.000Z,60.399108,5.320035,56.3,13.9,123.86,6.64352,0,gps,1.47,0.94,1.75,,,,ON_BICYCLE,98.0,
2017-08-13T10:56:06.000Z,60.396042,5.326063,56.3,14.7,319.13,1.1498895,0,gps,1.45,0.91,1.72,,,,ON_BICYCLE,98.0,
2017-08-13T10:57:09.000Z,60.394112,5.324905,56.2,16.2,327.03,3.7554133,0,gps,1.32,0.97,1.63,,,,ON_BICYCLE,98.0,
2017-08-13T10:58:12.000Z,60.391730,5.325035,56.0,8.1,77.33,2.879871,0,gps,1.37,0.87,1.63,,,,,98.0,
2017-08-13T10:59:13.000Z,60.391345,5.324438,56.3,9.4,153.87,3.9180655,0,gps,1.47,0.91,1.73,,,,,98.0,
2017-08-13T11:00:15.000Z,60.390060,5.322603,56.1,6.9,206.58,4.59544,0,gps,0.79,0.78,1.11,,,,ON_BICYCLE,98.0,
2017-08-13T11:01:16.000Z,60.388782,5.321030,56.3,7.0,272.64,1.3068798,0,gps,1.02,0.92,1.38,,,,ON_BICYCLE,98.0,
2017-08-13T11:02:17.000Z,60.387173,5.319872,56.1,10.2,123.7,0.7231847,0,gps,1.25,0.94,1.57,,,,ON_BICYCLE,98.0,
2017-08-13T11:04:19.000Z,60.383062,5.315625,48.7,5.5,225.28,6.1720343,0,gps,0.78,0.73,1.07,,,,ON_BICYCLE,98.0,
2017-08-13T11:06:21.000Z,60.384552,5.304350,56.1,5.8,236.3,5.6681213,0,gps,0.80,0.74,1.09,,,,ON_BICYCLE,98.0,
2017-08-13T11:08:22.000Z,60.389045,5.290875,56.0,5.7,272.35,5.1482515,0,gps,0.71,0.72,1.01,,,,ON_BICYCLE,98.0,
2017-08-13T11:10:22.000Z,60.391095,5.279412,56.2,11.5,264.52,0.71855223,0,gps,1.35,0.90,1.62,,,,ON_BICYCLE,98.0,
2017-08-13T11:11:24.000Z,60.388073,5.276023,56.2,17.4,194.46,1.4226922,0,gps,99.99,1.00,99.99,,,,ON_BICYCLE,98.0,
2017-08-13T11:12:25.000Z,60.383900,5.271128,56.2,6.0,216.89,8.06055,0,gps,1.12,0.95,1.47,,,,ON_BICYCLE,98.0,
2017-08-13T11:14:26.000Z,60.378748,5.263037,56.2,8.0,242.46,3.248412,0,gps,1.01,0.89,1.34,,,,ON_BICYCLE,98.0,
2017-08-13T11:16:26.000Z,60.375650,5.255792,56.2,12.1,113.14,0.48950082,0,gps,2.49,1.00,2.69,,,,ON_BICYCLE,98.0,
2017-08-13T11:18:28.000Z,60.370300,5.251057,56.2,12.2,225.52,2.822222,0,gps,1.50,0.90,1.74,,,,,98.0,
2017-08-13T11:20:41.000Z,60.363818,5.247358,59.2,7.7,219.25,5.676357,0,gps,1.06,0.87,1.37,,,,ON_BICYCLE,98.0,
2017-08-13T11:22:40.000Z,60.361795,5.235763,56.1,15.0,322.05,5.4555407,0,gps,2.02,0.98,2.25,,,,ON_BICYCLE,98.0,
2017-08-13T11:23:43.000Z,60.365248,5.234555,56.3,18.8,8.69,0.39530668,0,gps,99.99,1.00,99.99,,,,ON_BICYCLE,98.0,
2017-08-13T11:24:48.000Z,60.367812,5.233700,61.9,6.3,333.49,3.5551863,0,gps,1.07,0.79,1.33,,,,ON_BICYCLE,98.0,
2017-08-13T11:26:48.000Z,60.371363,5.231530,56.9,8.4,340.35,3.0399494,0,gps,2.15,0.99,2.37,,,,ON_BICYCLE,98.0,
2017-08-13T11:28:48.000Z,60.376340,5.229595,56.2,18.8,351.36,0.70259583,0,gps,99.99,1.00,99.99,,,,ON_BICYCLE,98.0,
2017-08-13T11:30:50.000Z,60.382490,5.229433,56.3,19.4,108.46,0.04117778,0,gps,99.99,1.00,99.99,,,,IN_VEHICLE,98.0,
2017-08-13T11:31:55.000Z,60.386017,5.226505,58.6,8.0,328.47,4.286092,0,gps,2.08,0.99,2.30,,,,ON_BICYCLE,98.0,
2017-08-13T11:32:55.000Z,60.387783,5.224735,56.2,15.1,16.81,0.55332637,0,gps,99.99,1.00,99.99,,,,ON_BICYCLE,98.0,
2017-08-13T11:33:57.000Z,60.389183,5.220958,56.2,18.8,170.53,2.4794168,0,gps,1.56,0.97,1.83,,,,ON_BICYCLE,98.0,
2017-08-13T11:35:58.000Z,60.385065,5.223968,56.5,11.6,170.97,3.9638758,0,gps,1.31,0.92,1.60,,,,ON_BICYCLE,98.0,
2017-08-13T11:36:46.000Z,60.384338,5.224473,56.2,9.7,196.52,2.3594866,0,gps,99.99,1.00,99.99,,,,ON_FOOT,98.0,
2017-08-13T11:37:22.000Z,60.383443,5.224312,56.1,9.5,91.1,3.3693717,0,gps,99.99,1.00,99.99,,,,ON_FOOT,98.0,
2017-08-13T11:38:25.000Z,60.385033,5.221945,94.7,6.8,312.63,3.0775242,0,gps,2.01,0.99,2.24,,,,,98.0,
2017-08-13T11:39:25.000Z,60.387497,5.217992,56.2,18.2,324.86,3.9751997,0,gps,1.68,0.96,1.93,,,,ON_FOOT,98.0,
2017-08-13T11:40:26.000Z,60.384453,5.222620,56.3,8.8,151.33,9.643321,0,gps,99.99,1.00,99.99,,,,,98.0,
2017-08-13T11:41:24.000Z,60.381685,5.221177,56.2,13.9,325.54,6.036662,0,gps,1.68,0.96,1.93,,,,ON_BICYCLE,97.0,
2017-08-13T11:42:30.000Z,60.386285,5.216005,76.7,6.8,39.91,3.5191557,0,gps,1.00,0.85,1.31,,,,,97.0,
